ark_id,url,title,collection,room,current_location,is_on_display,artist_name,artist_wikidata,height_cm,width_cm,materials_and_techniques,place_of_creation,provenance,acquisition_mode,acquisition_year,start_year,end_year,tags,tag_count,is_mnr,creation_year,painting_age,years_in_collection,area_cm2,has_known_artist,area_quartile,collection_age_band,acquisition_type_en
cl010060782,https://collections.louvre.fr/ark:/53355/cl010060782,L'enlèvement d'Hélène,Département des Peintures,"Salle 716, Aile Aile Denon, Niveau 1","Denon, [Peint] Salle 716 - Grande Galerie, Salle 716 - (5e travée)",1,"Reni, Guido",Q109061,,,huile sur toile,,,saisie révolutionnaire,1794.0,1631.0,,,0,False,1631.0,395.0,232.0,,1,,100+,Historic Collection
cl010060783,https://collections.louvre.fr/ark:/53355/cl010060783,Hercule sur le bûcher,Département des Peintures,,non exposé,0,"Reni, Guido",Q109061,,,huile sur toile,,,entrée - Collection de Louis XIV,1662.0,1600.0,1625.0,,0,False,1612.5,413.5,364.0,,1,,100+,Historic Collection
cl010060784,https://collections.louvre.fr/ark:/53355/cl010060784,Hercule et Acheloüs,Département des Peintures,"Salle 716, Aile Aile Denon, Niveau 1","Denon, [Peint] Salle 716 - Grande Galerie, Salle 716 - (4e travée)",1,"Reni, Guido",Q109061,,,huile sur toile,,,entrée - Collection de Louis XIV,1662.0,1600.0,1625.0,,0,False,1612.5,413.5,364.0,,1,,100+,Historic Collection
cl010060785,https://collections.louvre.fr/ark:/53355/cl010060785,"Ruines d'architecture avec l'arc de Janus, le temple de Vesta et la statue équestre de Marc-Aurèle",Département des Peintures,,non exposé,0,"Panini, Giovanni Paolo",Q286670,,,huile sur toile,,,saisie révolutionnaire,1794.0,1743.0,,,0,False,1743.0,283.0,232.0,,1,,100+,Historic Collection
cl010060786,https://collections.louvre.fr/ark:/53355/cl010060786,La Prédication d'un apôtre dans des ruines d'architecture d'ordre dorique,Département des Peintures,"Salle 718, Aile Aile Denon, Niveau 1","Denon, [Peint] Salle 718, Salle 718 - Piazzetta",1,"Panini, Giovanni Paolo",Q286670,,,huile sur toile (transposition (deux fois)),,,entrée - Collection de Louis XVI,1786.0,1700.0,1725.0,,0,False,1712.5,313.5,240.0,,1,,100+,Other
cl010060787,https://collections.louvre.fr/ark:/53355/cl010060787,Concert donné dans l'intérieur d'une galerie circulaire d'ordre dorique,Département des Peintures,,non exposé,0,"Panini, Giovanni Paolo",Q286670,,,huile sur toile,,,saisie révolutionnaire,1792.0,1717.0,1718.0,,0,False,1717.5,308.5,234.0,,1,,100+,Historic Collection
cl010060788,https://collections.louvre.fr/ark:/53355/cl010060788,Festin donné sous un portique d'ordre ionique,Département des Peintures,,non exposé,0,"Panini, Giovanni Paolo",Q286670,,,huile sur toile,,,saisie révolutionnaire,1792.0,1717.0,1718.0,,0,False,1717.5,308.5,234.0,,1,,100+,Historic Collection
cl010060789,https://collections.louvre.fr/ark:/53355/cl010060789,Festin donné sous un portique d'ordre ionique,Département des Peintures,,non exposé,0,"Panini, Giovanni Paolo",Q286670,,,huile sur toile,,,entrée - Collection de Louis XVI,1785.0,1720.0,,,0,False,1720.0,306.0,241.0,,1,,100+,Other
cl010060790,https://collections.louvre.fr/ark:/53355/cl010060790,Judith et Holopherne,Département des Peintures,,non exposé,0,"Palma Giovane (Jacopo Palma, dit)",Q651795,,,huile sur toile,,,ancienne collection,,1575.0,1625.0,,0,False,1600.0,426.0,,,1,,,Historic Collection
cl010060791,https://collections.louvre.fr/ark:/53355/cl010060791,Paysage avec rencontre galante,Département des Peintures,,non exposé,0,"Pagano, Michele",Q3311301,,,huile sur toile,,,ancienne collection,,1700.0,1800.0,,0,False,1750.0,276.0,,,1,,,Historic Collection
cl010060792,https://collections.louvre.fr/ark:/53355/cl010060792,Portrait de l'infante Marguerite Thérèse (1651-1673),Département des Peintures,,non exposé,0,"Velázquez, Diego Rodríguez de Silva y",Q297,,,huile sur toile,,,entrée - Collection de Louis XIII,1654.0,1654.0,,,0,False,1654.0,372.0,372.0,,1,,100+,Other
cl010060796,https://collections.louvre.fr/ark:/53355/cl010060796,"Proserpine, fille de Cérès, cueillant des fleurs avec ses compagnes dans la prairie d’Enna",Département des Peintures,"Salle 859, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 859 - Flandres, Hollande",1,"Verkolje, Nicolaas",Q1702971,,,huile sur toile,,,ancienne collection royale/de la Couronne,,1720.0,1740.0,,0,False,1730.0,296.0,,,1,,,Historic Collection
cl010060797,https://collections.louvre.fr/ark:/53355/cl010060797,"Portrait de Louise de Keroualle (1649-1734), duchesse de Portsmouth, dit autrefois Portrait de Marie-Angélique de Scoraille (* 1681), duchesse de Fontanges, maîtresse de Louis XIV",Département des Peintures,,non exposé,0,"Verelst, Simon",Q2012839,,,huile sur toile,,,ancienne collection royale/de la Couronne,,1675.0,,,0,False,1675.0,351.0,,,1,,,Historic Collection
cl010060798,https://collections.louvre.fr/ark:/53355/cl010060798,Autoportrait,Département des Peintures,"Salle 842, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 842 - Passage",1,"Slingelandt, Pieter Cornelisz. van",Q420237,,,huile sur bois,,,saisie révolutionnaire,1794.0,1656.0,,,0,False,1656.0,370.0,232.0,,1,,100+,Historic Collection
cl010060799,https://collections.louvre.fr/ark:/53355/cl010060799,"Portrait de Frans Gerritsz. Meerman (1630-1672), greffier de la ville de Leyde, et de sa famille, dit auparavant Portrait de Johan Meerman et des siens",Département des Peintures,"Salle 837, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 837 - Autour de Jacob van Ruisdael (vers 1628-1682)",1,"Slingelandt, Pieter Cornelisz. van",Q420237,,,huile sur bois,,,ancienne collection royale/de la Couronne,1793.0,1668.0,,,0,False,1668.0,358.0,233.0,,1,,100+,Historic Collection
cl010060800,https://collections.louvre.fr/ark:/53355/cl010060800,Vieillard écrivant et lisant une lettre,Département des Peintures,"Salle 842, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 842 - Passage",1,"Schalken, Godfried",,,,huile sur bois,,,ancienne collection royale/de la Couronne,,1665.0,1670.0,,0,False,1667.5,358.5,,,1,,,Historic Collection
cl010060801,https://collections.louvre.fr/ark:/53355/cl010060801,Couple d'amoureux éclairés par une bougie. Effet de lumière,Département des Peintures,"Salle 842, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 842 - Passage",1,"Schalken, Godfried",,,,huile sur bois,,,ancienne collection royale/de la Couronne,1796.0,1665.0,1670.0,,0,False,1667.5,358.5,230.0,,1,,100+,Historic Collection
cl010060802,https://collections.louvre.fr/ark:/53355/cl010060802,La Sainte Famille avec saint Anne et un ange,Département des Peintures,,non exposé,0,"Schalken, Godfried",,,,huile sur bois,,,ancienne collection royale/de la Couronne,1793.0,1680.0,1685.0,,0,False,1682.5,343.5,233.0,,1,,100+,Historic Collection
cl010060803,https://collections.louvre.fr/ark:/53355/cl010060803,Vue des bords du Rhin; paysage de fantaisie,Département des Peintures,,non exposé,0,"Saftleven, Herman II",Q539074,,,huile sur bois,,,ancienne collection royale/de la Couronne,,1655.0,,,0,False,1655.0,371.0,,,1,,,Historic Collection
cl010060804,https://collections.louvre.fr/ark:/53355/cl010060804,Le Buisson,Département des Peintures,"Salle 837, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 837 - Autour de Jacob van Ruisdael (vers 1628-1682)",1,"Ruisdael, Jacob Isaacksz van",Q213612,,,huile sur toile,,,ancienne collection royale/de la Couronne,,1649.0,1650.0,,0,False,1649.5,376.5,,,1,,,Historic Collection
cl010060805,https://collections.louvre.fr/ark:/53355/cl010060805,Le Coup de soleil,Département des Peintures,"Salle 837, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 837 - Autour de Jacob van Ruisdael (vers 1628-1682)",1,"Ruisdael, Jacob Isaacksz van",Q213612,,,huile sur toile,,,ancienne collection royale/de la Couronne,,1660.0,1670.0,,0,False,1665.0,361.0,,,1,,,Historic Collection
cl010060806,https://collections.louvre.fr/ark:/53355/cl010060806,La Modestie présentant la Peinture à l'Académie,Département des Peintures,,non exposé,0,"Pellegrini, Giovanni Antonio",Q1358364,,,huile sur toile,,,entrée - Collection de l'Académie royale de Peinture et de Sculpture,1798.0,1733.0,,,0,False,1733.0,293.0,228.0,,1,,100+,Other
cl010060807,https://collections.louvre.fr/ark:/53355/cl010060807,Grand combat de cavaliers et de fantassins,Département des Peintures,"Salle 846, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 846 - Frans Hals (1581/1585-1666) et la peinture à Haarlem",1,"Wouwerman, Philips",Q454671,,,huile sur toile,,,saisie révolutionnaire,,1650.0,1660.0,,0,False,1655.0,371.0,,,1,,,Historic Collection
cl010060808,https://collections.louvre.fr/ark:/53355/cl010060808,Cavaliers sortant d’une écurie,Département des Peintures,"Salle 851, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 851 - Le pittoresque dans la peinture hollandaise (ex-salle 27-1)",1,"Wouwerman, Philips",Q454671,,,huile sur bois,,,ancienne collection royale/de la Couronne,,1650.0,1660.0,,0,False,1655.0,371.0,,,1,,,Historic Collection
cl010060809,https://collections.louvre.fr/ark:/53355/cl010060809,Le Manège en plein air,Département des Peintures,"Salle 846, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 846 - Frans Hals (1581/1585-1666) et la peinture à Haarlem",1,"Wouwerman, Philips",Q454671,,,huile sur toile,,,entrée - Collection de Louis XVI,,1655.0,1660.0,,0,False,1657.5,368.5,,,1,,,Other
cl010060810,https://collections.louvre.fr/ark:/53355/cl010060810,"Allégorie de la trêve de 1609 entre l'archiduc d'Autriche, gouverneur des Pays-Bas du Sud, et les Pays-Bas du Nord",Département des Peintures,"Salle 839, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 839 - Peinture de genre, Leyde",1,"Venne, Adriaen Pietersz. van de",Q367865,,,huile sur bois,,,ancienne collection royale/de la Couronne,,1616.0,,,0,False,1616.0,410.0,,,1,,,Historic Collection
cl010060811,https://collections.louvre.fr/ark:/53355/cl010060811,Canal (ou rivière?) gelé avec patineurs et joueurs de hoquet,Département des Peintures,"Salle 849, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 849 - Autour des vues d’architectures",1,"Velde, Adriaen van de",Q367741,,,huile sur toile,,,ancienne collection royale/de la Couronne,,1660.0,,,0,False,1660.0,366.0,,,1,,,Historic Collection
cl010060812,https://collections.louvre.fr/ark:/53355/cl010060812,Paysage : animaux à la rivière,Département des Peintures,"Salle 851, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 851 - Le pittoresque dans la peinture hollandaise (ex-salle 27-1)",1,"Velde, Adriaen van de",Q367741,,,huile sur toile,,,ancienne collection royale/de la Couronne,,1664.0,,,0,False,1664.0,362.0,,,1,,,Historic Collection
cl010060813,https://collections.louvre.fr/ark:/53355/cl010060813,Paysage avec troupeau et hutte,Département des Peintures,,non exposé,0,"Velde, Adriaen van de",Q367741,,,huile sur bois,,,ancienne collection royale/de la Couronne,,1667.0,,,0,False,1667.0,359.0,,,1,,,Historic Collection
cl010060814,https://collections.louvre.fr/ark:/53355/cl010060814,Vue d'architectures antiques avec une foule en cortège,Département des Peintures,"Salle 849, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 849 - Autour des vues d’architectures",1,"Ulft, Jacob van der",Q859874,,,huile sur bois,,,ancienne collection royale/de la Couronne,,1670.0,1680.0,,0,False,1675.0,351.0,,,1,,,Historic Collection
cl010060815,https://collections.louvre.fr/ark:/53355/cl010060815,Paysage au bac,Département des Peintures,,non exposé,0,"Swanevelt, Herman van",Q875164,,,huile sur toile,,,ancienne collection royale/de la Couronne,,1646.0,1647.0,,0,False,1646.5,379.5,,,1,,,Historic Collection
cl010060816,https://collections.louvre.fr/ark:/53355/cl010060816,Autoportrait au chevalet,Département des Peintures,"Salle 839, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 839 - Peinture de genre, Leyde",1,"Vois, Arie de",Q4802575,,,huile sur bois,,,ancienne collection royale/de la Couronne,,1673.0,,,0,False,1673.0,353.0,,,1,,,Historic Collection
cl010060817,https://collections.louvre.fr/ark:/53355/cl010060817,Savant (ou négociant ?) dans son cabinet,Département des Peintures,,non exposé,0,"Neer, Eglon Hendrick van der",Q874770,,,huile sur bois,,,ancienne collection royale/de la Couronne,,1650.0,1700.0,,0,False,1675.0,351.0,,,1,,,Historic Collection
cl010060818,https://collections.louvre.fr/ark:/53355/cl010060818,Portrait de femme en buste et tenant un gant,Département des Peintures,,non exposé,0,"Vliet, Willem Willemsz. van",Q2798902,,,huile sur toile,,,attesté au Louvre,,1630.0,,,0,False,1630.0,396.0,,,1,,,Other
cl010060819,https://collections.louvre.fr/ark:/53355/cl010060819,L’Arrivée de la reine à Lyon,Département des Peintures,"Salle 801, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 801 - Galerie Médicis",1,"Rubens, Petrus Paulus",Q5599,,,huile sur toile,,,ancienne collection royale/de la Couronne,,1600.0,1625.0,,0,False,1612.5,413.5,,,1,,,Historic Collection
cl010060820,https://collections.louvre.fr/ark:/53355/cl010060820,"Le Débarquement de la reine à Marseille, le 3 novembre 1600",Département des Peintures,"Salle 801, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 801 - Galerie Médicis",1,"Rubens, Petrus Paulus",Q5599,,,huile sur toile,,,ancienne collection royale/de la Couronne,1750.0,1600.0,1625.0,,0,False,1612.5,413.5,276.0,,1,,100+,Historic Collection
cl010060821,https://collections.louvre.fr/ark:/53355/cl010060821,Les Épousailles de la reine,Département des Peintures,"Salle 801, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 801 - Galerie Médicis",1,"Rubens, Petrus Paulus",Q5599,,,huile sur toile,,,ancienne collection royale/de la Couronne,1750.0,1600.0,1625.0,,0,False,1612.5,413.5,276.0,,1,,100+,Historic Collection
cl010060822,https://collections.louvre.fr/ark:/53355/cl010060822,Henri IV reçoit le portrait de Marie de Médicis et se laisse désarmer par l’Amour,Département des Peintures,"Salle 801, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 801 - Galerie Médicis",1,"Rubens, Petrus Paulus",Q5599,,,huile sur toile,,,ancienne collection royale/de la Couronne,1750.0,1600.0,1625.0,,0,False,1612.5,413.5,276.0,,1,,100+,Historic Collection
cl010060823,https://collections.louvre.fr/ark:/53355/cl010060823,L’Instruction de la reine,Département des Peintures,"Salle 801, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 801 - Galerie Médicis",1,"Rubens, Petrus Paulus",Q5599,,,huile sur toile,,,ancienne collection royale/de la Couronne,1750.0,1600.0,1625.0,,0,False,1612.5,413.5,276.0,,1,,100+,Historic Collection
cl010060824,https://collections.louvre.fr/ark:/53355/cl010060824,"La Naissance de la reine, à Florence le 26 avril 1573",Département des Peintures,"Salle 801, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 801 - Galerie Médicis",1,"Rubens, Petrus Paulus",Q5599,,,huile sur toile,,,ancienne collection royale/de la Couronne,1750.0,1600.0,1625.0,,0,False,1612.5,413.5,276.0,,1,,100+,Historic Collection
cl010060825,https://collections.louvre.fr/ark:/53355/cl010060825,Les Parques filant le destin de la reine Marie de Médicis sous la protection de Jupiter et de Junon,Département des Peintures,"Salle 801, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 801 - Galerie Médicis",1,"Rubens, Petrus Paulus",Q5599,,,huile sur toile,,,ancienne collection royale/de la Couronne,1750.0,1600.0,1700.0,,0,False,1650.0,376.0,276.0,,1,,100+,Historic Collection
cl010060826,https://collections.louvre.fr/ark:/53355/cl010060826,Lisière de forêt,Département des Peintures,"Salle 836, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 836 - Le paysage hollandais",1,"Wijnants, Jan",Q514074,,,huile sur toile,,,ancienne collection royale/de la Couronne,,1668.0,,,0,False,1668.0,358.0,,,1,,,Historic Collection
cl010060827,https://collections.louvre.fr/ark:/53355/cl010060827,"La Tour et la Porte de Nesle à Paris ; au fond, le Pont-Neuf et la place Dauphine",Département des Peintures,"Salle 846, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 846 - Frans Hals (1581/1585-1666) et la peinture à Haarlem",1,"Wouwerman, Pieter",Q7192842,,,huile sur toile,,,attesté au Louvre,,1625.0,1650.0,,0,False,1637.5,388.5,,,1,,,Other
cl010060828,https://collections.louvre.fr/ark:/53355/cl010060828,"Charrette de foin et paysans au bord d’une rivière, recevant des légumes apportés dans une barque",Département des Peintures,,non exposé,0,"Wouwerman, Philips",Q454671,,,huile sur bois,,,attesté au Louvre,,1655.0,,,0,False,1655.0,371.0,,,1,,,Other
cl010060829,https://collections.louvre.fr/ark:/53355/cl010060829,Halte de militaires faisant boire leurs chevaux,Département des Peintures,"Salle 851, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 851 - Le pittoresque dans la peinture hollandaise (ex-salle 27-1)",1,"Wouwerman, Philips",Q454671,,,huile sur bois,,,ancienne collection royale/de la Couronne,,1660.0,,,0,False,1660.0,366.0,,,1,,,Historic Collection
cl010060830,https://collections.louvre.fr/ark:/53355/cl010060830,Militaires à cheval faisant halte devant la tente-auberge d’une cantinière,Département des Peintures,"Salle 846, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 846 - Frans Hals (1581/1585-1666) et la peinture à Haarlem",1,"Wouwerman, Philips",Q454671,,,huile sur bois,,,attesté au Louvre,,1650.0,,,0,False,1650.0,376.0,,,1,,,Other
cl010060831,https://collections.louvre.fr/ark:/53355/cl010060831,La Conclusion de la paix à Angers le 10 août 1620,Département des Peintures,"Salle 801, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 801 - Galerie Médicis",1,"Rubens, Petrus Paulus",Q5599,,,huile sur toile,,,ancienne collection royale/de la Couronne,,1600.0,1625.0,,0,False,1612.5,413.5,,,1,,,Historic Collection
cl010060832,https://collections.louvre.fr/ark:/53355/cl010060832,"Le Traité d’Angoulême, le 30 avril 1619",Département des Peintures,"Salle 801, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 801 - Galerie Médicis",1,"Rubens, Petrus Paulus",Q5599,,,huile sur toile,,,ancienne collection royale/de la Couronne,,1600.0,1625.0,,0,False,1612.5,413.5,,,1,,,Historic Collection
cl010060833,https://collections.louvre.fr/ark:/53355/cl010060833,La Reine s'enfuit du château de Blois dans la nuit du 21 au 22 février 1619,Département des Peintures,"Salle 801, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 801 - Galerie Médicis",1,"Rubens, Petrus Paulus",Q5599,,,huile sur toile,,,ancienne collection royale/de la Couronne,,1600.0,1625.0,,0,False,1612.5,413.5,,,1,,,Historic Collection
cl010060834,https://collections.louvre.fr/ark:/53355/cl010060834,"La Majorité de Louis XIII. La reine remet les affaires au roi, le 20 octobre 1614",Département des Peintures,"Salle 801, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 801 - Galerie Médicis",1,"Rubens, Petrus Paulus",Q5599,,,huile sur toile,,,ancienne collection royale/de la Couronne,,1600.0,1625.0,,0,False,1612.5,413.5,,,1,,,Historic Collection
cl010060835,https://collections.louvre.fr/ark:/53355/cl010060835,La Félicité de la Régence,Département des Peintures,"Salle 801, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 801 - Galerie Médicis",1,"Rubens, Petrus Paulus",Q5599,,,huile sur toile,,,ancienne collection royale/de la Couronne,,1625.0,,,0,False,1625.0,401.0,,,1,,,Historic Collection
cl010060836,https://collections.louvre.fr/ark:/53355/cl010060836,"L'Échange des deux princesses de France et d'Espagne sur la Bidassoa à Hendaye, le 9 novembre 1615",Département des Peintures,"Salle 801, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 801 - Galerie Médicis",1,"Rubens, Petrus Paulus",Q5599,,,huile sur toile,,,ancienne collection royale/de la Couronne,,1600.0,1625.0,,0,False,1612.5,413.5,,,1,,,Historic Collection
cl010060837,https://collections.louvre.fr/ark:/53355/cl010060837,"La Prise de Juliers, le 1er septembre 1610",Département des Peintures,"Salle 801, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 801 - Galerie Médicis",1,"Rubens, Petrus Paulus",Q5599,,,huile sur toile,,,ancienne collection royale/de la Couronne,,1600.0,1625.0,,0,False,1612.5,413.5,,,1,,,Historic Collection
cl010060838,https://collections.louvre.fr/ark:/53355/cl010060838,Le Concert (ou Conseil) des dieux pour les mariages réciproques de la France et de l’Espagne,Département des Peintures,"Salle 801, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 801 - Galerie Médicis",1,"Rubens, Petrus Paulus",Q5599,,,huile sur toile,,,ancienne collection royale/de la Couronne,,1600.0,1625.0,,0,False,1612.5,413.5,,,1,,,Historic Collection
cl010060839,https://collections.louvre.fr/ark:/53355/cl010060839,"L’Apothéose de Henri IV et la proclamation de la régence de la reine, le 14 mai 1610",Département des Peintures,"Salle 801, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 801 - Galerie Médicis",1,"Rubens, Petrus Paulus",Q5599,,,huile sur toile,,,ancienne collection royale/de la Couronne,1750.0,1600.0,1625.0,,0,False,1612.5,413.5,276.0,,1,,100+,Historic Collection
cl010060840,https://collections.louvre.fr/ark:/53355/cl010060840,"Préparatifs du roi pour la guerre d’Allemagne ou La Remise de la régence à la reine, le 20 mars 1610",Département des Peintures,"Salle 801, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 801 - Galerie Médicis",1,"Rubens, Petrus Paulus",Q5599,,,huile sur toile,,,ancienne collection royale/de la Couronne,1750.0,1600.0,1625.0,,0,False,1612.5,413.5,276.0,,1,,100+,Historic Collection
cl010060841,https://collections.louvre.fr/ark:/53355/cl010060841,"La Naissance du Dauphin (futur Louis XIII) à Fontainebleau, le 27 septembre 1601",Département des Peintures,"Salle 801, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 801 - Galerie Médicis",1,"Rubens, Petrus Paulus",Q5599,,,huile sur toile,,,ancienne collection royale/de la Couronne,1750.0,1600.0,1625.0,,0,False,1612.5,413.5,276.0,,1,,100+,Historic Collection
cl010060842,https://collections.louvre.fr/ark:/53355/cl010060842,Guirlandes de fleurs entourant un médaillon représentant le triomphe de l'Amour,Département des Peintures,"Salle 853, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 853 - Antoon van Dyck (1599-1641) (ex-salle 24)",1,"Seghers, Daniel",Q928466,,,huile sur toile,,,ancienne collection royale/de la Couronne,,1625.0,1627.0,,0,False,1626.0,400.0,,,1,,,Historic Collection
cl010060843,https://collections.louvre.fr/ark:/53355/cl010060843,"Corps de garde de singes militaires, avec la capture d’un chat",Département des Peintures,,non exposé,0,"Teniers, David II",Q335022,,,huile sur métal (cuivre),,,attesté au Louvre,,1600.0,1700.0,,0,False,1650.0,376.0,,,1,,,Other
cl010060844,https://collections.louvre.fr/ark:/53355/cl010060844,Gibier mort dans un paysage: deux bécasses blanches et trois autres oiseaux,Département des Peintures,,non exposé,0,"Rysbrack, Geerard",Q18716280,,,huile sur toile,,,ancienne collection,,1700.0,1800.0,,0,False,1750.0,276.0,,,1,,,Historic Collection
cl010060845,https://collections.louvre.fr/ark:/53355/cl010060845,Gibier mort dans un paysage: deux bécasses blanches et deux autres oiseaux,Département des Peintures,,non exposé,0,"Rysbrack, Geerard",Q18716280,,,huile sur toile,,,ancienne collection,,1751.0,,,0,False,1751.0,275.0,,,1,,,Historic Collection
cl010060846,https://collections.louvre.fr/ark:/53355/cl010060846,"Héron bihoreau, deux cygnes, brochet et autres poissons d’eau douce",Département des Peintures,,non exposé,0,"Rysbrack, Geerard",Q18716280,,,huile sur toile,,,ancienne collection,,1747.0,1754.0,,0,False,1750.5,275.5,,,1,,,Historic Collection
cl010060847,https://collections.louvre.fr/ark:/53355/cl010060847,Hercule et Omphale: Hercule filant la laine auprès d’Omphale,Département des Peintures,"Salle 802, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 802 - Grande peinture flamande de la première moitié du 17e siècle",1,"Rubens, Petrus Paulus",Q5599,,,huile sur toile (transposition),,,ancienne collection royale/de la Couronne,,1606.0,1607.0,,0,False,1606.5,419.5,,,1,,,Historic Collection
cl010060848,https://collections.louvre.fr/ark:/53355/cl010060848,Paysage à l'abreuvoir. Effet de soleil couchant,Département des Peintures,"Salle 855, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 855 - Pierre Paul Rubens (1577-1640)",1,"Rubens, Petrus Paulus",Q5599,,,huile sur bois,,,conquête militaire,,1638.0,,,0,False,1638.0,388.0,,,1,,,Other
cl010060849,https://collections.louvre.fr/ark:/53355/cl010060849,Tournoi médiéval près des fossés d'un château,Département des Peintures,"Salle 855, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 855 - Pierre Paul Rubens (1577-1640)",1,"Rubens, Petrus Paulus",Q5599,,,huile sur bois,,,ancienne collection royale/de la Couronne,,1635.0,1640.0,,0,False,1637.5,388.5,,,1,,,Historic Collection
cl010060850,https://collections.louvre.fr/ark:/53355/cl010060850,La Kermesse,Département des Peintures,"Salle 855, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 855 - Pierre Paul Rubens (1577-1640)",1,"Rubens, Petrus Paulus",Q5599,,,huile sur bois,,,ancienne collection royale/de la Couronne,1793.0,1635.0,1638.0,,0,False,1636.5,389.5,233.0,,1,,100+,Historic Collection
cl010060851,https://collections.louvre.fr/ark:/53355/cl010060851,"Portrait d’Hélène Fourment (1614-1673), la deuxième femme de l’artiste, et leurs enfants, Clara Johanna (née en 1632) et Frans (né en 1633)",Département des Peintures,"Salle 855, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 855 - Pierre Paul Rubens (1577-1640)",1,"Rubens, Petrus Paulus",Q5599,,,huile sur bois,,,ancienne collection royale/de la Couronne,,1636.0,,,0,False,1636.0,390.0,,,1,,,Historic Collection
cl010060852,https://collections.louvre.fr/ark:/53355/cl010060852,"Portrait d’Anne d’Autriche (1601-1666), reine de France, épouse de Louis XIII et mère de Louis XIV",Département des Peintures,"Salle 855, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 855 - Pierre Paul Rubens (1577-1640)",1,"Rubens, Petrus Paulus",Q5599,,,huile sur bois,,,ancienne collection royale/de la Couronne,,1620.0,1625.0,,0,False,1622.5,403.5,,,1,,,Historic Collection
cl010060853,https://collections.louvre.fr/ark:/53355/cl010060853,Le Triomphe de la Vérité,Département des Peintures,"Salle 801, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 801 - Galerie Médicis",1,"Rubens, Petrus Paulus",Q5599,,,huile sur toile,,,ancienne collection royale/de la Couronne,,1600.0,1625.0,,0,False,1612.5,413.5,,,1,,,Historic Collection
cl010060854,https://collections.louvre.fr/ark:/53355/cl010060854,Les Sept Oeuvres de miséricorde,Département des Peintures,"Salle 857, Aile Aile Richelieu, Niveau 2","Richelieu, [Peint] Salle 857 - David Teniers le Jeune (1610-1690)",1,"Teniers, David II",Q335022,,,huile sur métal (cuivre),,,ancienne collection royale/de la Couronne,,1640.0,,,0,False,1640.0,386.0,,,1,,,Historic Collection
