object_id,title,artist_name,object_begin_date,object_end_date,painting_age,creation_year,height_cm,width_cm,area_cm2,accession_year,years_in_collection,artist_work_count,tag_count,is_public_domain,is_highlight,department,has_known_artist,primary_medium,support,nationality_group,acquisition_type,tag_men,tag_women,tag_landscapes,tag_portraits,tag_mountains,tag_trees,tag_flowers,tag_birds,tag_horses,tag_abstraction,tag_count.1,is_on_display,medium,culture,period,tags,gallery_number,credit_line,area_quartile,acquisition_encoded,collection_age_band,department_encoded,primary_medium_encoded,support_encoded,nationality_group_encoded,acquisition_type_encoded
436497,Saint John the Evangelist Causes a Pagan Temple to Collapse,Francescuccio Ghissi (Francesco di Cecco Ghissi),1365,1374,656.0,1370.0,35.9,38.7,1389.3300000000002,1969.0,57.0,3,3,True,False,European Paintings,1,Tempera,Wood/Panel,Italian,Gift,1,0,0,0,0,0,0,0,0,0,3,0,"Tempera on wood, gold ground",,,Temples|Men|Saint John the Evangelist,,"Gift of Mrs. W. Murray Crane, 1969",Q2,1,41-60,4,8,8,8,1
436498,The Man of Sorrows,Michele Giambono (Michele Giovanni Bono),1425,1435,596.0,1430.0,55.24511,40.00508,2210.0850451588,1906.0,120.0,1,3,True,False,European Paintings,1,Tempera,Wood/Panel,Italian,Purchase/Fund,0,0,0,0,0,0,0,0,0,0,3,1,Tempera and gold on wood,,,Sadness|Saint Francis|Jesus,2.0,"Rogers Fund, 1906",Q2,3,100+,4,8,8,8,3
436499,Diana the Huntress,Giampietrino (Giovanni Pietro Rizzoli),1526,1549,488.0,1538.0,114.0,59.1,6737.400000000001,1989.0,37.0,1,4,True,False,European Paintings,1,Oil,Wood/Panel,Italian,Gift,0,0,0,0,0,0,0,0,0,0,4,1,Oil on wood,,,Bow and Arrow|Female Nudes|Diana|Deer,610.0,"Purchase, Mr. and Mrs. Frank E. Richardson Gift, 1989",Q3,1,21-40,4,5,8,8,1
436502,The Annunciation,Luca Giordano,1672,1672,354.0,1672.0,236.5,169.9,40181.35,1973.0,53.0,2,5,True,False,European Paintings,1,Oil,Canvas,Italian,Gift,0,0,0,0,0,0,0,0,0,0,5,0,Oil on canvas,,,Lilies|Angels|Virgin Mary|Archangel Gabriel|Annunciation,,"Gift of Mr. and Mrs. Charles Wrightsman, 1973",Q4 (largest),1,41-60,4,5,0,8,1
436503,The Flight into Egypt,Luca Giordano,1701,1701,325.0,1701.0,61.6,48.9,3012.24,1961.0,65.0,2,6,True,False,European Paintings,1,Oil,Canvas,Italian,Gift,0,0,0,0,0,0,0,0,0,0,6,0,Oil on canvas,,,Angels|Christ|Holy Family|Saint Joseph|Virgin Mary|Boats,,"Gift of Mr. and Mrs. Harold Morton Landon, 1961",Q2,1,61-80,4,5,0,8,1
436504,The Adoration of the Magi,Giotto di Bondone,1315,1325,706.0,1320.0,45.1,43.8,1975.38,1911.0,115.0,1,4,True,True,European Paintings,1,Tempera,Wood/Panel,Italian,Purchase/Fund,0,0,0,0,0,0,0,0,0,0,4,1,"Tempera on wood, gold ground",,,Animals|Angels|Jesus|Adoration of the Magi,601.0,"John Stewart Kennedy Fund, 1911",Q2,3,100+,4,8,8,8,3
436506,Madonna and Child with Donors,Giovanni da Milano,1360,1370,661.0,1365.0,68.8976,144.1453,9931.26522128,1907.0,119.0,1,4,True,False,European Paintings,1,Tempera,Wood/Panel,Italian,Purchase/Fund,1,1,0,0,0,0,0,0,0,0,4,1,"Tempera on wood, gold ground",,,Women|Lilies|Madonna and Child|Jesus,601.0,"Rogers Fund, 1907",Q4 (largest),3,100+,4,8,8,8,3
436508,Madonna and Child with Saints,Giovanni di Paolo (Giovanni di Paolo di Grazia),1454,1454,572.0,1454.0,210.2,65.7,13810.14,1932.0,94.0,21,4,True,False,European Paintings,1,Tempera,Wood/Panel,Italian,Bequest,1,0,0,0,0,0,0,0,0,0,4,1,"Tempera on wood, gold ground",,,Musical Instruments|Madonna and Child|Saint John the Baptist|Saints,601.0,"The Friedsam Collection, Bequest of Michael Friedsam, 1931",Q4 (largest),0,81-100,4,8,8,8,0
436509,The Adoration of the Magi,Giovanni di Paolo (Giovanni di Paolo di Grazia),1455,1465,566.0,1460.0,27.0,23.2,626.4,1982.0,44.0,21,7,True,False,European Paintings,1,Tempera,Wood/Panel,Italian,Other,0,0,0,0,0,0,0,0,1,0,7,1,Tempera and gold on wood,,,Cows|Donkeys|Horses|Christ|Saint Joseph|Virgin Mary|Adoration of the Magi,537.0,"The Jack and Belle Linsky Collection, 1982",Q1 (smallest),2,41-60,4,8,8,8,2
436510,Madonna and Child with Two Angels and a Donor,Giovanni di Paolo (Giovanni di Paolo di Grazia),1440,1450,581.0,1445.0,145.1,81.3,11796.63,1941.0,85.0,21,4,True,False,European Paintings,1,Tempera,Wood/Panel,Italian,Bequest,1,0,0,0,0,0,0,0,0,0,4,0,"Tempera on wood, gold ground (partly checkered with modern red glazes)",,,Men|Angels|Madonna and Child|Nursing,,"Bequest of George Blumenthal, 1941",Q4 (largest),0,81-100,4,8,8,8,0
436511,The Miraculous Communion of Saint Catherine of Siena,Giovanni di Paolo (Giovanni di Paolo di Grazia),1417,1482,576.0,1450.0,28.9,22.2,641.5799999999999,1932.0,94.0,21,3,True,False,European Paintings,1,Tempera,Wood/Panel,Italian,Bequest,0,0,0,0,0,0,0,0,0,0,3,1,Tempera and gold on wood,,,Angels|Christ|Saint Catherine,956.0,"The Friedsam Collection, Bequest of Michael Friedsam, 1931",Q1 (smallest),0,81-100,4,8,8,8,0
436512,Paradise,Giovanni di Paolo (Giovanni di Paolo di Grazia),1445,1445,581.0,1445.0,46.831345,40.798832,1910.66417698904,1906.0,120.0,21,6,True,False,European Paintings,1,Tempera,Canvas,Italian,Purchase/Fund,1,1,0,0,0,0,0,0,0,0,6,0,"Tempera and gold on canvas, transferred from wood",,,Gardens|Men|Women|Rabbits|Angels|Saints,,"Rogers Fund, 1906",Q2,3,100+,4,8,0,8,3
436513,The Presentation of Christ in the Temple,Giovanni di Paolo (Giovanni di Paolo di Grazia),1430,1440,591.0,1435.0,39.4,46.0,1812.4,1941.0,85.0,21,7,True,False,European Paintings,1,Tempera,Wood/Panel,Italian,Gift,1,1,0,0,0,0,0,0,0,0,7,0,Tempera and gold on wood,,,Temples|Men|Women|Virgin Mary|Jesus|Saints|Joseph,,"Gift of George Blumenthal, 1941",Q2,1,81-100,4,8,8,8,1
436514,"Saints Catherine of Alexandria, Barbara, Agatha, and Margaret",Giovanni di Paolo (Giovanni di Paolo di Grazia),1465,1475,556.0,1470.0,47.6,15.2,723.52,1932.0,94.0,21,3,True,False,European Paintings,1,Tempera,Wood/Panel,Italian,Bequest,0,0,0,0,0,0,0,0,0,0,3,0,"Tempera on wood, gold ground",,,Saint Catherine|Saints|Saint Barbara,,"The Friedsam Collection, Bequest of Michael Friedsam, 1931",Q1 (smallest),0,81-100,4,8,8,8,0
436515,Saints Matthew and Francis,Giovanni di Paolo (Giovanni di Paolo di Grazia),1430,1440,591.0,1435.0,138.7,88.3,12247.21,1888.0,138.0,21,2,True,False,European Paintings,1,Tempera,Wood/Panel,Italian,Gift,0,0,0,0,0,0,0,0,0,0,2,1,"Tempera on wood, gold ground",,,Saint Francis|Saint Matthew,603.0,"Gift of Coudert Brothers, 1888",Q4 (largest),1,100+,4,8,8,8,1
436516,The Triumph of Fame; (reverse) Impresa of the Medici Family and Arms of the Medici and Tornabuoni Families,Giovanni di ser Giovanni Guidi (called Scheggia),1444,1454,577.0,1449.0,92.7,92.7,8593.29,1995.0,31.0,1,5,True,True,European Paintings,1,Tempera,Wood/Panel,Italian,Bequest,1,0,0,0,0,0,0,0,1,0,5,1,"Tempera, silver, and gold on wood",,,Animals|Armor|Men|Dogs|Horses,604.0,"Purchase in memory of Sir John Pope-Hennessy: Rogers Fund, The Annenberg Foundation, Drue Heinz Foundation, Annette de la Renta, Mr. and Mrs. Frank E. Richardson, and The Vincent Astor Foundation Gifts, Wrightsman and Gwynne Andrews Funds, special funds, and Gift of the children of Mrs. Harry Payne Whitney, Gift of Mr. and Mrs. Joshua Logan, and other gifts and bequests, by exchange, 1995",Q3,0,21-40,4,8,8,8,0
436518,Madonna and Child with Saints,Girolamo dai Libri,1515,1525,506.0,1520.0,398.8,207.0,82551.6,1920.0,106.0,1,6,True,False,European Paintings,1,Oil,Canvas,Italian,Purchase/Fund,1,1,0,0,0,0,0,0,0,0,6,1,Tempera and oil on canvas,,,Men|Women|Peacocks|Angels|Madonna and Child|Saints,961.0,"Fletcher Fund, 1920",Q4 (largest),3,100+,4,5,0,8,3
436519,Before the Mirror,Pierre-Paul-Léon Glaize,1873,1873,153.0,1873.0,101.0,75.9,7665.900000000001,1887.0,139.0,1,2,True,False,European Paintings,1,Oil,Canvas,French,Bequest,1,1,0,0,0,0,0,0,0,0,2,0,Oil on canvas,,,Women|Mirrors,,"Catharine Lorillard Wolfe Collection, Bequest of Catharine Lorillard Wolfe, 1887",Q3,0,100+,4,5,0,5,0
436520,"Marie Adélaïde de Savoie (1685–1712), Duchesse de Bourgogne",Pierre Gobert,1710,1710,316.0,1710.0,73.0,59.1,4314.3,1963.0,63.0,1,2,True,False,European Paintings,1,Oil,Canvas,French,Gift,1,1,0,1,0,0,0,0,0,0,2,0,Oil on canvas,,,Portraits|Women,,"Gift of the Marquis de La Bégassière, 1963",Q3,1,61-80,4,5,0,5,1
436521,Portrait of a Man,Hugo van der Goes,1470,1480,551.0,1475.0,31.8,26.7,849.06,1929.0,97.0,4,2,True,False,European Paintings,1,Oil,Wood/Panel,Other,Bequest,1,0,0,1,0,0,0,0,0,0,2,1,Oil on wood,,,Men|Portraits,602.0,"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",Q1 (smallest),0,81-100,4,5,8,12,0
436522,A Benedictine Monk,Hugo van der Goes,1480,1483,544.0,1482.0,25.1,18.7,469.37,1922.0,104.0,4,3,True,False,European Paintings,1,Oil,Wood/Panel,Other,Bequest,1,0,0,1,0,0,0,0,0,0,3,1,Oil on wood,,,Men|Portraits|Monks,602.0,"The Bequest of Michael Dreicer, 1921",Q1 (smallest),0,100+,4,5,8,12,0
436523,The Adoration of the Magi,Hugo van der Goes,1470,1499,542.0,1484.0,74.0,65.1,4817.4,1871.0,155.0,4,5,True,False,European Paintings,1,Oil,Wood/Panel,Other,Purchase/Fund,1,0,0,0,0,0,0,0,0,0,5,0,Oil on wood,,,Men|Virgin Mary|Jesus|Adoration of the Magi|Saints,,"Purchase, 1871",Q3,3,100+,4,5,8,12,3
436524,Sunflowers,Vincent van Gogh,1887,1887,139.0,1887.0,43.2,61.0,2635.2000000000003,1949.0,77.0,18,2,True,False,European Paintings,1,Oil,Canvas,Dutch,Purchase/Fund,0,0,0,0,0,0,1,0,0,0,2,1,Oil on canvas,,,Sunflowers|Still Life,825.0,"Rogers Fund, 1949",Q2,3,61-80,4,5,0,3,3
436525,Bouquet of Flowers in a Vase,Vincent van Gogh,1890,1890,136.0,1890.0,65.1,54.0,3515.3999999999996,1993.0,33.0,18,2,True,False,European Paintings,1,Oil,Canvas,Dutch,Bequest,0,0,0,0,0,0,1,0,0,0,2,1,Oil on canvas,,,Flowers|Still Life,822.0,"The Walter H. and Leonore Annenberg Collection, Gift of Walter H. and Leonore Annenberg, 1993, Bequest of Walter H. Annenberg, 2002",Q3,0,21-40,4,5,0,3,0
436526,"First Steps, after Millet",Vincent van Gogh,1890,1890,136.0,1890.0,72.4,91.1,6595.64,1964.0,62.0,18,4,True,False,European Paintings,1,Oil,Canvas,Dutch,Gift,1,1,0,0,0,0,0,0,0,0,4,1,Oil on canvas,,,Gardens|Children|Men|Women,825.0,"Gift of George N. and Helen M. Richard, 1964",Q3,1,61-80,4,5,0,3,1
436527,The Flowering Orchard,Vincent van Gogh,1888,1888,138.0,1888.0,72.4,53.3,3858.92,1956.0,70.0,18,1,True,False,European Paintings,1,Oil,Canvas,Dutch,Purchase/Fund,0,0,0,0,0,1,0,0,0,0,1,0,Oil on canvas,,,Trees,,"The Mr. and Mrs. Henry Ittleson Jr. Purchase Fund, 1956",Q3,3,61-80,4,5,0,3,3
436528,Irises,Vincent van Gogh,1890,1890,136.0,1890.0,73.7,92.1,6787.7699999999995,1958.0,68.0,18,2,True,True,European Paintings,1,Oil,Canvas,Dutch,Gift,0,0,0,0,0,0,1,0,0,0,2,1,Oil on canvas,,,Flowers|Still Life,825.0,"Gift of Adele R. Levy, 1958",Q3,1,61-80,4,5,0,3,1
436529,"L'Arlésienne: Madame Joseph-Michel Ginoux (Marie Julien, 1848–1911)",Vincent van Gogh,1888,1889,138.0,1888.0,91.4,73.7,6736.18,1951.0,75.0,18,3,True,False,European Paintings,1,Oil,Canvas,Dutch,Bequest,1,1,0,1,0,0,0,0,0,0,3,1,Oil on canvas,,,Books|Portraits|Women,825.0,"Bequest of Sam A. Lewisohn, 1951",Q3,0,61-80,4,5,0,3,0
436530,Oleanders,Vincent van Gogh,1888,1888,138.0,1888.0,60.3,73.7,4444.11,1962.0,64.0,18,3,True,False,European Paintings,1,Oil,Canvas,Dutch,Gift,0,0,0,0,0,0,1,0,0,0,3,1,Oil on canvas,,,Books|Flowers|Still Life,825.0,"Gift of Mr. and Mrs. John L. Loeb, 1962",Q3,1,61-80,4,5,0,3,1
436531,Peasant Woman Cooking by a Fireplace,Vincent van Gogh,1885,1885,141.0,1885.0,44.1,38.1,1680.21,1984.0,42.0,18,4,True,False,European Paintings,1,Oil,Canvas,Dutch,Gift,1,1,0,0,0,0,0,0,0,0,4,1,Oil on canvas,,,Food|Fireplaces|Women|Cooking,825.0,"Gift of Mr. and Mrs. Mortimer Hays, 1984",Q2,1,41-60,4,5,0,3,1
436532,Self-Portrait with a Straw Hat (obverse: The Potato Peeler),Vincent van Gogh,1887,1887,139.0,1887.0,40.6,31.8,1291.0800000000002,1967.0,59.0,18,2,True,True,European Paintings,1,Oil,Canvas,Dutch,Bequest,1,0,0,1,0,0,0,0,0,0,2,1,Oil on canvas,,,Men|Self-portraits,825.0,"Bequest of Miss Adelaide Milton de Groot (1876-1967), 1967",Q2,0,41-60,4,5,0,3,0
436533,Shoes,Vincent van Gogh,1888,1888,138.0,1888.0,45.7,55.2,2522.6400000000003,1992.0,34.0,18,2,True,False,European Paintings,1,Oil,Canvas,Dutch,Gift,0,0,0,0,0,0,0,0,0,0,2,1,Oil on canvas,,,Shoes|Still Life,822.0,"Purchase, The Annenberg Foundation Gift, 1992",Q2,1,21-40,4,5,0,3,1
436534,Roses,Vincent van Gogh,1890,1890,136.0,1890.0,93.0,74.0,6882.0,1993.0,33.0,18,2,True,False,European Paintings,1,Oil,Canvas,Dutch,Bequest,0,0,0,0,0,0,0,0,0,0,2,1,Oil on canvas,,,Roses|Still Life,822.0,"The Walter H. and Leonore Annenberg Collection, Gift of Walter H. and Leonore Annenberg, 1993, Bequest of Walter H. Annenberg, 2002",Q3,0,21-40,4,5,0,3,0
436535,Wheat Field with Cypresses,Vincent van Gogh,1889,1889,137.0,1889.0,73.2,93.4,6836.880000000001,1993.0,33.0,18,3,True,True,European Paintings,1,Oil,Canvas,Dutch,Gift,0,0,1,0,0,0,0,0,0,0,3,1,Oil on canvas,,,Landscapes|Cypresses|Summer,822.0,"Purchase, The Annenberg Foundation Gift, 1993",Q3,1,21-40,4,5,0,3,1
436536,Women Picking Olives,Vincent van Gogh,1889,1889,137.0,1889.0,72.7,91.4,6644.780000000001,1995.0,31.0,18,3,True,False,European Paintings,1,Oil,Canvas,Dutch,Bequest,1,1,0,0,0,1,0,0,0,0,3,1,Oil on canvas,,,Women|Olive Trees|Ladders,822.0,"The Walter H. and Leonore Annenberg Collection, Gift of Walter H. and Leonore Annenberg, 1995, Bequest of Walter H. Annenberg, 2002",Q3,0,21-40,4,5,0,3,0
436537,Madonna and Child with the Annunciation and the Nativity,Goodhart Ducciesque Master,1310,1330,706.0,1320.0,30.8,21.0,646.8000000000001,1920.0,106.0,2,3,True,False,European Paintings,1,Tempera,Wood/Panel,Italian,Purchase/Fund,0,0,0,0,0,0,0,0,0,0,3,0,"Tempera on wood, gold ground",,,Madonna and Child|Annunciation|Nativity,,"Marquand Fund, 1920",Q1 (smallest),3,100+,4,8,8,8,3
436538,Portrait of a Man,Jan Gossart (called Mabuse),1520,1525,504.0,1522.0,47.0,34.9,1640.3,1932.0,94.0,3,2,True,False,European Paintings,1,Oil,Wood/Panel,Other,Bequest,1,0,0,1,0,0,0,0,0,0,2,0,Oil on wood,,,Men|Portraits,,"The Friedsam Collection, Bequest of Michael Friedsam, 1931",Q2,0,81-100,4,5,8,12,0
436539,Virgin and Child,Jan Gossart (called Mabuse),1517,1527,504.0,1522.0,45.4,34.6,1570.84,1917.0,109.0,3,1,True,False,European Paintings,1,Oil,Wood/Panel,Other,Gift,0,0,0,0,0,0,0,0,0,0,1,0,Oil on wood,,,Madonna and Child,,"Gift of J. Pierpont Morgan, 1917",Q2,1,100+,4,5,8,12,1
436541,Sebastián Martínez y Pérez (1747–1800),Goya (Francisco de Goya y Lucientes),1792,1792,234.0,1792.0,93.0,67.6,6286.799999999999,1906.0,120.0,10,2,True,False,European Paintings,1,Oil,Canvas,Spanish,Purchase/Fund,1,0,0,1,0,0,0,0,0,0,2,1,Oil on canvas,,,Men|Portraits,641.0,"Rogers Fund, 1906",Q3,3,100+,4,5,0,15,3
436542,"Ignacio Garcini y Queralt (1752–1825), Brigadier of Engineers",Goya (Francisco de Goya y Lucientes),1804,1804,222.0,1804.0,104.1,83.2,8661.119999999999,1955.0,71.0,10,2,True,False,European Paintings,1,Oil,Canvas,Spanish,Bequest,1,0,0,1,0,0,0,0,0,0,2,1,Oil on canvas,,,Men|Portraits,641.0,"Bequest of Harry Payne Bingham, 1955",Q3,0,61-80,4,5,0,15,0
436543,Josefa de Castilla Portugal y van Asbrock de Garcini (1775–about 1850),Goya (Francisco de Goya y Lucientes),1804,1804,222.0,1804.0,104.1,82.2,8557.02,1955.0,71.0,10,2,True,False,European Paintings,1,Oil,Canvas,Spanish,Bequest,1,1,0,1,0,0,0,0,0,0,2,1,Oil on canvas,,,Portraits|Women,641.0,"Bequest of Harry Payne Bingham, 1955",Q3,0,61-80,4,5,0,15,0
436544,"Tiburcio Pérez y Cuervo (1785/86–1841), the Architect",Goya (Francisco de Goya y Lucientes),1820,1820,206.0,1820.0,102.2,81.3,8308.86,1930.0,96.0,10,3,True,False,European Paintings,1,Oil,Canvas,Spanish,Bequest,1,0,0,1,0,0,0,0,0,0,3,1,Oil on canvas,,,Men|Portraits|Architects,641.0,"Theodore M. Davis Collection, Bequest of Theodore M. Davis, 1915",Q3,0,81-100,4,5,0,15,0
436545,Manuel Osorio Manrique de Zuñiga (1784–1792),Goya (Francisco de Goya y Lucientes),1787,1788,238.0,1788.0,127.0,101.6,12903.2,1949.0,77.0,10,4,True,True,European Paintings,1,Oil,Canvas,Spanish,Other,0,0,0,1,0,0,0,1,0,0,4,1,Oil on canvas,,,Birds|Boys|Portraits|Cats,641.0,"The Jules Bache Collection, 1949",Q4 (largest),2,61-80,4,5,0,15,2
436546,"José Costa y Bonells (died l870), Called Pepito",Goya (Francisco de Goya y Lucientes),1805,1815,216.0,1810.0,105.1,84.5,8880.949999999999,1961.0,65.0,10,5,True,False,European Paintings,1,Oil,Canvas,Spanish,Gift,0,0,0,1,0,0,0,0,1,0,5,1,Oil on canvas,,,Boys|Portraits|Drums|Horses|Toys,641.0,"Gift of Countess Bismarck, 1961",Q3,1,61-80,4,5,0,15,1
436547,Narcisa Barañana de Goicoechea,Goya (Francisco de Goya y Lucientes),1766,1828,229.0,1797.0,112.4,78.1,8778.44,1929.0,97.0,10,2,True,False,European Paintings,1,Oil,Canvas,Spanish,Bequest,1,1,0,1,0,0,0,0,0,0,2,1,Oil on canvas,,,Portraits|Women,641.0,"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",Q3,0,81-100,4,5,0,15,0
436548,Majas on a Balcony,Goya (Francisco de Goya y Lucientes),1800,1810,221.0,1805.0,194.9,125.7,24498.93,1929.0,97.0,10,3,True,False,European Paintings,1,Oil,Canvas,Spanish,Bequest,1,1,0,0,0,0,0,0,0,0,3,1,Oil on canvas,,,Balconies|Men|Women,641.0,"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",Q4 (largest),0,81-100,4,5,0,15,0
436549,Don Bernardo de Iriarte (1735–1814),Goya,1797,1797,229.0,1797.0,108.0,85.1,9190.8,1950.0,76.0,5,2,True,False,European Paintings,1,Oil,Canvas,Spanish,Bequest,1,0,0,1,0,0,0,0,0,0,2,0,Oil on canvas,,,Men|Portraits,,"Bequest of Mary Stillman Harkness, 1950",Q4 (largest),0,61-80,4,5,0,15,0
436550,Infanta María Luisa (1782–1824) and Her Son Carlos Luis (1799–1883),Goya,1800,1805,224.0,1802.0,99.4,68.6,6818.84,1930.0,96.0,5,3,True,False,European Paintings,1,Oil,Canvas,Spanish,Bequest,1,1,0,1,0,0,0,0,0,0,3,0,Oil on canvas,,,Infants|Portraits|Women,,"Theodore M. Davis Collection, Bequest of Theodore M. Davis, 1915",Q3,0,81-100,4,5,0,15,0
436551,"Ferdinand VII (1784–1833), When Prince of Asturias",Goya,1800,1805,224.0,1802.0,83.2,66.7,5549.4400000000005,1951.0,75.0,5,2,True,False,European Paintings,1,Oil,Canvas,Spanish,Gift,1,0,0,1,0,0,0,0,0,0,2,1,Oil on canvas,,,Men|Portraits,641.0,"Gift of René Fribourg, 1951",Q3,1,61-80,4,5,0,15,1
436552,"María Luisa of Parma (1751–1819), Queen of Spain",Goya,1800,1907,172.0,1854.0,110.5,85.1,9403.55,1929.0,97.0,5,3,True,False,European Paintings,1,Oil,Canvas,Spanish,Bequest,1,1,0,1,0,0,0,0,0,0,3,0,Oil on canvas,,,Queens|Portraits|Women,,"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",Q4 (largest),0,81-100,4,5,0,15,0
436553,A City on a Rock,Goya,1800,1899,176.0,1850.0,83.8,104.1,8723.58,1929.0,97.0,5,2,True,False,European Paintings,1,Oil,Canvas,Spanish,Bequest,0,0,0,0,0,0,0,0,0,0,2,0,Oil on canvas,,,Buildings|Cities,,"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",Q3,0,81-100,4,5,0,15,0
436554,Bullfight in a Divided Ring,Goya (Francisco de Goya y Lucientes),1800,1829,212.0,1814.0,98.4,126.4,12437.760000000002,1922.0,104.0,10,5,True,False,European Paintings,1,Oil,Canvas,Spanish,Purchase/Fund,1,0,0,0,0,0,0,0,1,0,5,1,Oil on canvas,,,Men|Spectators|Sports|Bulls|Horses,641.0,"Catharine Lorillard Wolfe Collection, Wolfe Fund, 1922",Q4 (largest),3,100+,4,5,0,15,3
436555,Sandy Road with a Farmhouse,Jan van Goyen,1627,1627,399.0,1627.0,30.8,41.3,1272.04,1972.0,54.0,8,2,True,False,European Paintings,1,Oil,Wood/Panel,Dutch,Bequest,0,0,1,0,0,0,0,0,0,0,2,0,Oil on wood,,,Houses|Landscapes,,"Bequest of Myra Mortimer Pinter, 1972",Q2,0,41-60,4,5,8,3,0
436556,Country House near the Water,Jan van Goyen,1646,1646,380.0,1646.0,36.5,33.0,1204.5,1932.0,94.0,8,2,True,False,European Paintings,1,Oil,Wood/Panel,Dutch,Bequest,0,0,0,0,0,0,0,0,0,0,2,0,Oil on wood,,,Houses|Boats,,"The Friedsam Collection, Bequest of Michael Friedsam, 1931",Q2,0,81-100,4,5,8,3,0
436557,The Pelkus Gate near Utrecht,Jan van Goyen,1646,1646,380.0,1646.0,36.8,57.2,2104.96,1945.0,81.0,8,5,True,False,European Paintings,1,Oil,Wood/Panel,Dutch,Gift,0,0,0,0,0,0,0,0,0,0,5,0,Oil on wood,,,Human Figures|Gates|Towers|Rivers|Boats,,"Gift of Francis Neilson, 1945",Q2,1,81-100,4,5,8,3,1
436558,View of Haarlem and the Haarlemmer Meer,Jan van Goyen,1646,1646,380.0,1646.0,34.6,50.5,1747.3000000000002,1871.0,155.0,8,2,True,False,European Paintings,1,Oil,Wood/Panel,Dutch,Purchase/Fund,0,0,1,0,0,0,0,0,0,0,2,1,Oil on wood,,,Windmills|Landscapes,615.0,"Purchase, 1871",Q2,3,100+,4,5,8,3,3
436559,Castle by a River,Jan van Goyen,1647,1647,379.0,1647.0,66.0,97.2,6415.2,1964.0,62.0,8,3,True,False,European Paintings,1,Oil,Wood/Panel,Dutch,Gift,0,0,0,0,0,0,0,0,0,0,3,0,Oil on wood,,,Castles|Rivers|Boats,,"Gift of Edith Neuman de Végvár, in honor of her husband, Charles Neuman de Végvár, 1964",Q3,1,61-80,4,5,8,3,1
436560,River View with a Village Church,Jan van Goyen,1630,1669,376.0,1650.0,64.8,97.8,6337.44,1965.0,61.0,8,3,True,False,European Paintings,1,Oil,Canvas,Dutch,Bequest,0,0,0,0,0,0,0,0,0,0,3,0,Oil on canvas,,,Churches|Rivers|Boats,,"Bequest of Adele L. Lehman, in memory of Arthur Lehman, 1965",Q3,0,61-80,4,5,0,3,0
436561,"Saints Nicholas of Tolentino, Roch, Sebastian, and Bernardino of Siena, with Kneeling Donors",Benozzo Gozzoli (Benozzo di Lese di Sandro),1481,1481,545.0,1481.0,78.7,61.9,4871.53,1976.0,50.0,5,5,True,False,European Paintings,1,Tempera,Canvas,Italian,Bequest,1,1,0,0,0,0,0,0,0,0,5,0,"Tempera and gold on canvas, transferred from wood",,,Towns|Men|Women|Angels|Saints,,"Bequest of Harry G. Sperling, 1971",Q3,0,41-60,4,8,0,8,0
436562,The Conversion of Saint Paul,Benozzo Gozzoli (Benozzo di Lese di Sandro),1440,1497,558.0,1468.0,39.7,45.7,1814.29,1915.0,111.0,5,6,True,False,European Paintings,1,Tempera,Wood/Panel,Italian,Purchase/Fund,1,0,0,0,0,0,0,0,1,0,6,1,Tempera on wood,,,Soldiers|Men|Dogs|Horses|Angels|Saint Paul,601.0,"Rogers Fund, 1915",Q2,3,100+,4,8,8,8,3
436563,Saint Peter and Simon Magus,Benozzo Gozzoli (Benozzo di Lese di Sandro),1440,1497,558.0,1468.0,40.0,45.7,1828.0,1915.0,111.0,5,3,True,False,European Paintings,1,Tempera,Wood/Panel,Italian,Purchase/Fund,1,0,0,0,0,0,0,0,0,0,3,1,Tempera on wood,,,Men|Saint Peter|Demons,601.0,"Rogers Fund, 1915",Q2,3,100+,4,8,8,8,3
436564,Saint Zenobius Resuscitating a Dead Child,Benozzo Gozzoli (Benozzo di Lese di Sandro),1440,1497,558.0,1468.0,39.4,45.7,1800.5800000000002,1915.0,111.0,5,5,True,False,European Paintings,1,Tempera,Wood/Panel,Italian,Purchase/Fund,1,1,0,0,0,0,0,0,0,0,5,1,Tempera on wood,,,Children|Men|Women|Saints|Death,601.0,"Rogers Fund, 1915",Q2,3,100+,4,8,8,8,3
436565,Totila before Saint Benedict,Benozzo Gozzoli (Benozzo di Lese di Sandro),1440,1497,558.0,1468.0,39.4,45.7,1800.5800000000002,1915.0,111.0,5,5,True,False,European Paintings,1,Tempera,Wood/Panel,Italian,Purchase/Fund,1,1,0,0,0,0,0,0,0,0,5,1,Tempera on wood,,,Soldiers|Men|Women|Monks|Saints,601.0,"Rogers Fund, 1915",Q2,3,100+,4,8,8,8,3
